[2019-08-25 17:45:09]	run	elapsedTime	successRate
[2019-08-25 17:45:49]	1/2	0:00:00	1
[2019-08-25 17:46:15]	2/2	0:00:38	2
[2019-08-25 17:56:18]	1/2	0:00:00	1
[2019-08-25 17:56:44]	2/2	0:00:25	2
