	algorithm	#Fc	D	percFES	run_1	run_2	run_3	run_4	run_5	run_6	run_7	run_8	run_9	run_10	run_11	run_12	run_13	run_14	run_15	run_16	run_17	run_18	run_19	run_20	run_21	run_22	run_23	run_24	run_25	run_26	run_27	run_28	run_29	run_30	run_31	run_32	run_33	run_34	run_35	run_36	run_37	run_38	run_39	run_40	run_41	run_42	run_43	run_44	run_45	run_46	run_47	run_48	run_49	run_50	run_51	mean	elapsed_time	evals
0	ODE/best/1/bin	14	30	0.8	0.277543452775717	0.22238263393273883	1.7709880176209936	0.33554887388368115	0.40676112773508066	0.371486272300217	0.7740509070511052	0.5087600206386469	0.36095059202352786	0.5133059791853611	0.39981092461471235	0.4940343506827958	1.1979271378870635	0.33145077781978216	0.40602572785405755	0.3881091849114	0.34451756356497754	0.42971325109306235	0.7231343800895047	9.625763810248145	0.392946352579429	0.413513671391911	0.40433246521911315	0.4786425933225473	0.3473074868884396	0.3594028766563042	0.4194970689179627	0.9311665977566008	0.5318675060452733	0.3798192057288361	0.5151035192059226	1.103194263229625	0.48031426818261025	0.45053973464769115	0.4101773883910482	0.3744748018173141	0.349037276578656	0.5512858128811331	0.39129460668618776	0.4129301341763494	0.44195850993878594	0.395423459282938	0.8437204163396927	0.7918580592895523	0.4603039262722177	0.4227247720957621	0.4976181167580762	0.9396516297786093	0.4574616725856231	0.35362185428994053	0.5567978387182393	0.7007892719914699	16:20:27	232260
