	algorithm	#Fc	D	percFES	run_1	run_2	run_3	run_4	run_5	run_6	run_7	run_8	run_9	run_10	run_11	run_12	run_13	run_14	run_15	run_16	run_17	run_18	run_19	run_20	run_21	run_22	run_23	run_24	run_25	run_26	run_27	run_28	run_29	run_30	run_31	run_32	run_33	run_34	run_35	run_36	run_37	run_38	run_39	run_40	run_41	run_42	run_43	run_44	run_45	run_46	run_47	run_48	run_49	run_50	run_51	mean	elapsed_time	evals
0	ODE/best/1/bin	14	30	0.01	10.173037277191725	0.45517593178578863	1.2294326248293146	0.911973708721689	3.412975333992563	12.85985649983536	0.6302777841544867	14.356675174566817	1.5949640349099354	0.5988767618273414	5.924558759634692	5.443583098790668	6.279172719145436	1.0090502160987853	0.5619752136253737	6.044137412253349	0.37424493980438456	0.3224790576257419	11.799594555805925	5.499614677772115	0.8291954046546834	0.6181855323750369	9.887431281036243	1.0688431007488362	11.42657561533997	6.471193696692353	1.7021329935525955	0.9873919876743003	11.15487724970285	13.201270137869415	4.985167685274973	1.3281427530973815	7.816328439829476	2.9036592232153	0.6838731532043312	0.3413150087515078	0.47126765353345945	0.7834125407855481	0.5184151864202704	14.405597740199482	0.5931861237318117	27.65608606562455	9.12582728079883	10.396047189667797	7.405731556945284	0.588736266126034	10.89569828827689	0.8790683287256797	1.2230126146650946	10.190526188624517	2.8634944869270385	5.154575422675354	0:05:57	2940
