algorithm,#Fc,D,percFES,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,mean,elapsed_time,evals
DE/best/1/bin,2,10,0.01,302479470.85322386,652153764.7817205,367427497.5545743,290765835.4218972,166845232.35224023,229386780.0079704,92471084.49080941,199580427.0814305,173675458.86842555,204224333.93084657,279717043.7653898,123875728.89761004,292762593.6547165,154539750.46367317,273170849.09816307,97388911.80324905,208722835.38155907,147418959.7738434,131723223.95751004,222869451.651362,194644236.0204668,763685654.3922206,420983994.2246052,255264946.06398296,249518357.9206929,282761059.44916964,215062120.94641712,235895791.93435058,202683097.77454063,240005412.86269405,91006724.30510338,470548671.9650331,381611174.86318713,357404452.93670285,218979105.01916644,228792183.33879375,129630745.66199876,302089456.67696744,135948032.91373047,113194884.48637748,405884480.4626885,451843648.7963809,147580455.38823298,276449394.745647,527242645.2036165,201200298.0627882,416181091.9608217,115565305.04656464,473919048.6140072,120980754.33731028,313028622.97120225,265701668.296778,0:02:33,990
DE/best/1/bin,2,10,0.1,0.0013118882224603112,0.0023435716839514953,0.0002674639296742498,0.0007653219827545853,8.522009741795955e-05,0.0001564188592624305,0.01346472122318687,0.0002877827377005815,0.0002404724948803505,6.504286648123525e-05,1.2359111337900686e-05,0.00014161452378402828,0.001853996252862089,0.013990051905494738,0.0007998320684521332,0.0003407491237510385,0.003177927331194041,0.0005812732466665692,0.0005655703708953298,0.018649237223939963,0.008199377994287715,0.004867986515336042,0.00018971057994576768,0.008092730357333267,0.0021458861920677923,0.0005005763807162111,0.0001379261582599156,0.007814787746355023,0.0007118679730808707,0.0017197717378394373,5.520166752148725e-06,0.00015313364633584567,0.000843218503831622,0.002686026591675273,0.002336011579586739,3.303956896161253e-05,0.014890608798708628,0.0011318935287931706,3.6461918426766715e-05,6.026520725299633e-05,0.02149165024812305,0.003945279206163832,0.00011911551973753376,0.002415293443164046,1.807473688586469e-05,3.42886045814339e-05,0.00010909345974141617,1.691451689112e-05,0.0018606227704651699,0.00011059384709710683,0.0008913706498390184,0.0028758747726349873,0:31:06,9690
DE/best/1/bin,2,10,0.2,9.1862943918386e-09,5.717453177567222e-09,5.659046564687742e-09,8.723702649149345e-09,9.835218861553584e-09,8.072333912423346e-09,9.70186420090613e-09,9.109015763897332e-09,9.474291573496885e-09,9.54705114963872e-09,9.325219707534416e-09,9.983068594010548e-09,9.453685834159842e-09,9.698709391159356e-09,7.863405926400445e-09,8.755279168326524e-09,4.403233333505341e-09,9.813959422899645e-09,6.400028951247806e-09,9.272895340473042e-09,4.250381380188628e-09,9.679865797806997e-09,9.372740805702051e-09,8.022908559723874e-09,7.017234793238458e-09,9.057174565896275e-09,5.392365665102261e-09,5.686047188646626e-09,8.756614988669753e-09,9.223100505550974e-09,4.8184176648646834e-09,5.907111244596308e-09,9.20164211493102e-09,6.684075515295262e-09,8.236924031734817e-09,6.9925079060340076e-09,9.131696288022795e-09,7.04972080711741e-09,4.901664851786336e-09,9.767205710886627e-09,9.902606734613071e-09,9.215000318363307e-09,9.142439694187487e-09,9.317517424278776e-09,8.108571591947111e-09,9.992930927182897e-09,7.640551302756649e-09,9.08985953174124e-09,7.133621693355963e-09,9.490435104453354e-09,7.720501571384375e-09,8.154886160685005e-09,0:42:39,13290
DE/best/1/bin,2,10,0.3,9.93605908661266e-09,8.905857384888806e-09,9.862986871667092e-09,8.923308314479073e-09,7.833506288079661e-09,8.299480214191135e-09,6.162110821605893e-09,9.797759048524313e-09,8.619792879471788e-09,7.93480126048962e-09,8.958039643403026e-09,8.403787887800718e-09,6.8118310991849285e-09,7.51541051613458e-09,8.895142400433542e-09,6.567574928340037e-09,8.460091294182348e-09,9.593549066266858e-09,9.844484338827897e-09,6.9441625782928895e-09,8.584805755162961e-09,8.29763280307816e-09,7.182990202636574e-09,9.49373202274728e-09,9.379874654769084e-09,8.280665042548208e-09,7.870085028116591e-09,7.502137577830581e-09,9.187289151668663e-09,5.159336069482379e-09,7.304237215066677e-09,9.096908115679979e-09,9.207553830492545e-09,7.654620048924698e-09,8.314287924804376e-09,6.382521178238676e-09,7.1819954428065094e-09,8.825907116261078e-09,8.336485279869521e-09,6.89354351379734e-09,9.795485311769879e-09,9.872849204839442e-09,9.389907518198017e-09,4.651951712730806e-09,9.45499323279364e-09,7.1159718117996826e-09,5.847482498211321e-09,6.971447419346077e-09,9.399627742823212e-09,7.794540124450576e-09,7.786582045810064e-09,8.166415343522186e-09,0:42:31,14130
DE/best/1/bin,2,10,0.4,9.877624052023748e-09,9.486427643423667e-09,9.270763712265763e-09,9.417334467798357e-09,4.5191370645625276e-09,7.1706836024532095e-09,9.562540981278289e-09,9.767177289177198e-09,5.552408310904866e-09,8.52776338433614e-09,8.815817409413286e-09,6.8950498643971506e-09,7.522373834945029e-09,9.550888080411825e-09,8.894005532056326e-09,7.916895583548467e-09,6.196017920956365e-09,9.696606184661505e-09,9.495693120697979e-09,8.87604301169631e-09,6.022531806593179e-09,7.567251714135637e-09,7.566484327981016e-09,6.158643373055384e-09,9.440611847821856e-09,7.321631301238085e-09,7.726072226432734e-09,9.684754331829026e-09,9.605827244740794e-09,8.743199941818602e-09,6.39687414150103e-09,9.971984127332691e-09,9.237339781975606e-09,9.027473879541505e-09,9.997705774367205e-09,6.566722277057124e-09,9.247685284208274e-09,6.145825182102271e-09,8.530435025022598e-09,9.911758525049665e-09,6.657813855781569e-09,8.704688525540405e-09,6.516415851365309e-09,9.844626447375049e-09,9.518203114566859e-09,5.457877705339342e-09,8.474273727188121e-09,8.486125580020598e-09,6.639311322942376e-09,9.670372946857242e-09,8.717307764527504e-09,8.246452549143464e-09,0:43:02,12930
DE/best/1/bin,2,10,0.5,9.077581353267306e-09,9.393517075295676e-09,8.102460924419574e-09,9.60849888542725e-09,8.992117273010079e-09,8.094616532616783e-09,9.87992621048761e-09,9.83067138804472e-09,7.314355343623902e-09,7.977490668054088e-09,8.360245828953339e-09,7.598629281346803e-09,9.20806542126229e-09,9.154774716080284e-09,6.4180198933172505e-09,8.68666916176153e-09,9.26993948269228e-09,5.582506901191664e-09,7.667608770134393e-09,8.111754823403317e-09,9.651643040342607e-09,9.766921493792324e-09,7.582855232612927e-09,9.991481420001946e-09,8.203699053410675e-09,9.893540209304774e-09,8.205319090848208e-09,7.410534408336389e-09,6.6648624397203085e-09,9.240864073944975e-09,9.222986818713252e-09,9.21784248930635e-09,6.14431883150246e-09,8.59813553688582e-09,8.695110409462359e-09,9.934666422850569e-09,7.214623565232614e-09,8.273843832284909e-09,7.000295454417938e-09,8.23581558506703e-09,9.538098311168142e-09,9.317005833509027e-09,8.516906291333726e-09,6.8108363393548635e-09,9.845507520367391e-09,9.516668342257615e-09,6.74859279570228e-09,9.313907867181117e-09,9.825328106671805e-09,8.717819355297253e-09,7.0819226039020586e-09,8.484537308023016e-09,0:42:33,14790
DE/best/1/bin,2,10,0.6,7.492076292692218e-09,8.871609225025168e-09,7.028205573078593e-09,7.56540430302266e-09,8.842079068926978e-09,9.945097190211529e-09,5.399442670750432e-09,7.119211886674749e-09,8.14580403130094e-09,9.733412298373878e-09,6.197637958393898e-09,9.023239044836371e-09,9.257803412765496e-09,9.119673904933734e-09,9.290801017414196e-09,7.57523821448558e-09,5.663196134264581e-09,8.098083981167292e-09,9.218723562298692e-09,7.084565822879085e-09,8.705853815627052e-09,8.843841214911663e-09,6.314991196632036e-09,7.163208692873013e-09,8.405635298913694e-09,9.4514973625337e-09,7.384159061984974e-09,5.959833515589708e-09,9.594572247806354e-09,8.949939456215361e-09,6.822006071161012e-09,9.893142305372749e-09,7.939462420836207e-09,8.378208349313354e-09,9.340595852336264e-09,9.067036899068626e-09,9.897945574266487e-09,9.56814005803608e-09,7.580354122183053e-09,6.478899194917176e-09,9.590905847289832e-09,9.838771575232387e-09,7.622844577781507e-09,9.315158422396053e-09,9.525081168249015e-09,8.400064643865335e-09,5.275126113701845e-09,9.854431937128538e-09,8.35743207971973e-09,5.6203077747341004e-09,9.126893019129056e-09,8.214463636535334e-09,0:42:51,11550
DE/best/1/bin,2,10,0.7,4.328683189669391e-09,7.328935680561699e-09,9.62165813689353e-09,9.789886235012092e-09,9.388713806401938e-09,8.842874876791031e-09,9.299270686824455e-09,6.118142437117058e-09,8.470863122056471e-09,9.481482265982775e-09,6.7654184476850795e-09,8.963297659647651e-09,8.587761612943723e-09,3.187494712619809e-09,9.305466619480283e-09,6.77252387504268e-09,9.269598422179117e-09,8.889514901966322e-09,8.116984417938511e-09,9.831126135395607e-09,7.398284651571885e-09,8.936979156715097e-09,9.613188467483269e-09,9.089376362680923e-09,7.645752475582412e-09,9.938361245076521e-09,9.704308467917144e-09,7.296932835743064e-09,7.805908808222739e-09,5.561474836213165e-09,8.720576261112e-09,9.284462976211216e-09,7.767056331431377e-09,7.539767921116436e-09,8.644065019325353e-09,8.901707815311966e-09,9.800857014852227e-09,8.538563633919694e-09,8.81971118360525e-09,8.012278840396904e-09,9.807791911953244e-09,7.298552873180596e-09,7.558440984212211e-09,9.032191883306949e-09,9.854971949607716e-09,7.857096306906897e-09,9.018265245686052e-09,8.3441307197063e-09,8.44053715809423e-09,7.304123528228956e-09,8.559823072573636e-09,8.322651709414797e-09,0:42:44,12600
DE/best/1/bin,2,10,0.8,8.899888825908421e-09,6.81833967064449e-09,7.834472626200295e-09,9.054446081790955e-09,6.663157137154485e-09,9.71601821220247e-09,6.821181841587531e-09,9.278608104068551e-09,6.622371984121855e-09,8.664613915243535e-09,8.652847327539348e-09,9.026734915096311e-09,9.756917052072822e-09,8.725550060262321e-09,9.299952807850785e-09,9.913890153256943e-09,9.1762899501191e-09,8.935160167311551e-09,6.9074985731276675e-09,9.991225624617071e-09,8.270404805443832e-09,9.243706244888017e-09,6.400455276889261e-09,9.000302725326037e-09,9.754387519933516e-09,9.243422027793711e-09,7.023572834441438e-09,8.050506039580796e-09,5.696108473784989e-09,8.292914799312712e-09,8.686356522957794e-09,8.371785042982083e-09,5.673882697010413e-09,7.746763230898067e-09,8.115478067338701e-09,6.202412805578206e-09,9.854488780547399e-09,8.15489897831867e-09,8.527194950147532e-09,4.631175443137181e-09,8.956902775025808e-09,9.51541778704268e-09,9.247628440789413e-09,9.273577461499372e-09,7.322512374230428e-09,9.336218909083982e-09,9.264027767130756e-09,9.827516578297946e-09,9.983779136746309e-09,6.34059915682883e-09,9.930118949341704e-09,8.366621208480472e-09,0:42:40,13470
DE/best/1/bin,2,10,0.9,9.222134167430342e-09,4.971894895788864e-09,8.347285529453075e-09,9.395449751536944e-09,6.664208740403411e-09,8.405777407460846e-09,8.345978130819276e-09,5.424766413852922e-09,8.468447276754887e-09,8.157627462423989e-09,9.511666121397866e-09,9.083635177375983e-09,9.662585398473311e-09,5.444718453873065e-09,8.973700005299179e-09,4.9811319513537455e-09,8.947893093136372e-09,9.910706921800738e-09,9.666877076597302e-09,7.113300171113225e-09,6.4646030750736835e-09,9.338265272162973e-09,5.649496870319126e-09,8.83869688550476e-09,7.34593186280108e-09,9.856393035079236e-09,8.933795925258892e-09,9.893312835629333e-09,8.208729695979855e-09,8.134861673170235e-09,9.358387842439695e-09,8.452587962892721e-09,9.5035659342102e-09,9.397666644872517e-09,9.857870963969617e-09,8.054001909840736e-09,8.853305644151989e-09,9.065445283340525e-09,7.051653483358678e-09,6.736797786288662e-09,7.011436764514657e-09,9.75609282249934e-09,9.231655440089526e-09,9.769678399607074e-09,7.284853609235142e-09,9.179160542771571e-09,7.926473699626513e-09,8.485130820190534e-09,9.081446705749839e-09,4.18299350712914e-09,7.1100600962381585e-09,8.210081120398851e-09,0:43:03,12750
