algorithm,#Fc,D,percFES,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,mean,elapsed_time,evals
DE/best/1/bin,14,30,0.01,8.391429080142641,0.9193202403175746,14.32985775756265,10.321283111934008,7.422810576817027,8.807079493829859,3.7893156129618997,4.797712692995901,9.528155859793515,10.132543978642843,1.35828471269906,0.5018148727453989,8.084810670259456,0.708151832473277,7.917906237870966,10.071999328585662,9.417037312161712,1.7784738544207812,1.3390382173718078,7.213761231325178,1.3981956117524987,0.9487908516184688,12.757861955656836,0.3326403872815717,11.187802492216179,18.15597500511967,9.763266914392943,11.112263564018576,0.6093557267649885,0.461759173953169,0.7609410093252791,0.7988198143848422,9.509645444536773,2.432221488516916,9.492410355604989,2.2014554205807144,6.396455729322952,8.692302698797901,5.081745148184382,0.5804799272218588,22.930629545106054,1.145218536399625,1.0051565151675277,9.995823682921582,6.977732731287233,12.238205689188135,1.3648896151560166,9.402757509025832,4.984604731908803,8.873617307326413,0.8038379917034035,6.2593656715559485,0:13:59,2910
DE/best/1/bin,14,30,0.1,0.2845171413382559,0.26453319105849005,0.31128467592066045,0.31830852727807724,0.31927763220710403,0.3217240378446604,0.27832137979658,0.31118770703096743,0.3521601221061701,0.23695647325075694,0.30855260922703565,0.3275929908033959,0.27923491608180484,0.3059724291520069,0.4088137896060289,0.2819905539240608,0.4222013551700456,0.3813111972199295,0.3768192462944171,0.2593627307401221,0.3746376145948034,0.3020093830973565,0.3029717453155172,0.3268167757826177,0.3163542391030205,0.3406664978206209,0.2916904350538516,0.35169710756008504,0.23947297673908,0.3991592409538498,0.37812928689572795,0.2851408644028197,0.9148899040303604,0.30529973624538803,0.34454275551865976,0.3670789426787451,0.3700975484650826,0.3336103695307884,0.2816563535075147,0.3504882400372935,0.2448742460610447,0.26600179903107346,0.3085185780835218,0.345129813826361,0.3306532727008289,0.3206511576736375,0.28082302706366136,0.2763357073283714,0.19200250173162206,0.30551827660292474,0.3434205704475062,0.3282443465477315,2:36:28,29040
DE/best/1/bin,14,30,0.2,0.3608830189134551,0.2624398659788767,0.2724286419750115,0.20638355488063095,0.2760527718253343,0.2733384994605785,0.3624014498429915,0.2933669370113421,0.3049453720382189,0.2273667917008879,0.4093098542887219,0.28287010419512626,0.2779785942364015,0.24911655130381405,0.35675048058669745,0.21771598438590445,0.31275946955724976,0.2754363946264675,0.2735143851750763,0.7242273092024334,0.2673789920663694,0.2828476540316842,0.8817819396733739,0.3672641147841205,0.2920659974033697,0.2997207183113915,0.2084404057461597,0.2714375389750785,0.2775559107353729,0.3134824844714785,0.323021788724418,0.2701321887386712,0.4016482171925873,0.30393842158264306,0.2905275567420631,0.31980142438760595,0.28906212948959364,0.4133013264975034,0.37554142290923664,0.3767731848568019,0.2558698169957552,0.3169057702828013,0.4008932231331528,0.34619612679989586,0.3139116807035407,0.2789625403918308,0.3186624444522295,0.2501740467955642,0.2169277768507527,0.36011774774988226,0.3622551910113998,0.3228605061504225,5:22:22,58080
DE/best/1/bin,14,30,0.3,0.3014481688273918,0.27754555751380394,0.2708459617083463,0.2993722351122869,0.24102345636424616,0.3005480133306264,0.32246980621221155,0.31928885816046204,0.27652981386563624,0.33119545096451475,0.2720096139196357,0.26289951095009195,0.16797577984903,0.23447081638119016,0.18872858302574969,0.3357844302593094,0.3353823061870571,0.2821021386478151,0.24879112180656196,0.2811861304239756,0.3256843989015579,0.2874157613662192,0.3399403342336882,0.4095037761705953,0.3052095274692874,0.2910840557240135,0.2698128760155214,0.20446071538481192,0.25765051660891913,0.3149616284863441,0.3622788810362181,0.2964933531670795,0.24810860734214654,0.2977092693583927,0.3104144828382687,0.2594297816972357,0.21694699910813145,0.39245977354039496,0.2315051945245159,0.310067578019698,0.19805966104945585,0.2659413991007113,0.3086388173094292,0.24711963685513186,0.2578567831092187,0.2728603546786417,0.30006808600046503,0.274432457935518,0.27033012145057,0.2741646096740169,0.3088873118001629,0.28351165693071184,7:48:30,87120
DE/best/1/bin,14,30,0.4,0.24606082327818515,0.3288572561066303,0.26538546402775864,0.36947919855356304,0.2913932349829338,0.2679764480024005,0.244037818272318,0.2824372172558469,0.2005828740097968,0.7673315620318135,0.241890513135786,0.3107852257828654,0.2910410304609741,0.2815625386463125,0.2675615449822999,0.34875253729978795,0.3427862887429001,0.3194583058088938,0.40928159781333306,0.2201447268521406,0.3407726146087953,0.2437280453684707,0.16548968635015626,0.35508019978283295,0.3522308265764877,0.20349641928623896,0.3233000071452352,0.2995963334003591,0.3467470770287946,0.2935612846197273,0.8234602568813898,0.2929925957403157,0.3314218616433209,0.20484602852434364,0.32490532779593195,0.2688391648980541,0.37503824567488653,0.2818405565499233,0.286448022544846,0.28300251932841997,0.20958544376071586,0.2790958977932405,0.2928250669742738,0.24542565638989802,0.3119456271076615,0.2527013357173473,0.29385177582230426,0.31475581495624283,0.33361698009684915,0.2586395403000097,0.3143358088032073,0.30981141622582004,10:01:17,116160
DE/best/1/bin,14,30,0.5,0.24907175027351516,0.28474234181749125,0.3135010242212957,0.2988574166208764,0.284159993244657,0.204788167556444,0.364650483458945,0.29345124771953124,0.30360798444712606,0.3114135822154367,0.2945082164042105,0.2643378560401288,0.2641695634754342,0.3027832543323257,0.2685510267972404,0.3216227238747251,0.3104936638781055,0.339992767376998,0.2312668606757597,0.2933580015046573,0.3034586149824463,0.34261987202989985,0.2349664195808145,0.2221601424191704,0.2614489898003285,0.26141380459739594,0.2906100383913781,0.20666445378242315,0.7464149074853594,0.24399512513832636,0.29180436355682104,0.35227711620609625,0.2679102685988255,0.18797835365217,0.1941454438413075,0.29965353060515554,0.3006785504801428,0.2717395541124006,0.3034206795643968,0.2857874843643913,0.2164633933607547,0.252475340877254,0.2438184508221184,0.2218521754498397,0.2884061945612757,0.2231858823110997,0.2735253112509781,0.9698373532353344,0.2402288289333683,0.27943962295944397,0.3899921205907049,0.2993666728132613,11:50:57,145170
DE/best/1/bin,14,30,0.6,0.2248703790826312,0.3493694152216449,0.7532338397231797,0.35783878552047105,0.2090744019187696,0.22432246857897556,0.3122095920796255,0.29318377142544705,0.2727143474660352,0.21493558796419165,0.2498225641431873,0.2468576229603059,0.35862851773390503,0.28795741819703835,0.20775616036280556,0.8332763773837542,0.3188958853868371,0.194891827551146,0.26343107215461714,0.2323455895393636,0.2509177137542338,0.35478388840374464,0.3097312160698493,0.24030102082451776,0.30806712838693784,0.2065918801881708,0.3250504334107518,0.36654189021373895,0.34864519444704456,0.19500200424181455,0.1787564074841157,0.3015158071282258,0.4105295366705377,0.324651455421872,0.3055097564640619,0.3095899947923044,0.2956214773064403,0.3023870952060861,0.2760351739589169,0.2524972604176128,0.32958617808208146,0.3515169488969149,0.32028253480939384,0.1974300372937705,0.20972495986188733,0.2846406000337538,0.23437950314860245,0.3269096384892691,0.2771398267557288,0.35945552824432525,0.263389070705216,0.3024077801079579,13:28:02,174210
DE/best/1/bin,14,30,0.7,0.2436852028554313,0.2991630045585225,0.3017017456547819,0.8539833441304836,0.3158370098472005,0.32413857539518176,0.2765138158351874,0.2588837158552906,0.2980736764479843,0.23826461898102025,0.29454228528220483,0.2647651998804577,0.21791681499485094,0.3319667113298692,0.3037474838984053,0.24062049060080426,0.29351429099097004,0.28726605594511057,0.20435817327097536,0.24852921134834105,0.24741884787522395,0.22421343087899004,0.3792331865670349,0.33531027382014145,0.30447105277130504,0.2435216266119369,0.2807743268235754,0.23394961486428656,0.2597843033815934,0.2578178962396578,0.2972423520141092,0.28238795433662744,0.26400479583048764,0.30478922197335123,0.2739660700917739,0.2218419789858217,0.2557934376582125,0.17942210587648333,0.14884983729734813,0.18256073914926674,0.3211904731988397,0.2709933885444116,0.2797794751809306,0.2764403772091555,0.23019528128929775,0.2851893381107402,0.2857324178792169,0.3494028496018018,0.28513803260125314,0.2974781481675564,0.2759953119327747,0.28298744262482894,14:47:35,203250
DE/best/1/bin,14,30,0.8,0.2912620714650984,0.40441767785773663,0.26341326976580604,0.3339282363776874,0.21973988633067165,0.2958749995002563,0.2748642045646648,0.19227998334326912,0.27697338781922554,0.21066665728608314,0.4143426032628668,0.3885617384783018,0.3170405565940655,0.2602817085316929,0.16433759415485838,0.25301241959869003,0.24057757059790674,0.2840474270485629,0.2431358705691764,0.21393963688888107,0.29156880542154795,0.21645135838457466,0.3003408514975945,0.7123644001806042,0.32480922034847026,0.3258420214660873,0.20890722518629445,0.3197014322452105,0.38054077142578535,0.23077416814135174,0.7261403792642795,0.33843721509038005,0.2910073917703357,0.3073611007459931,0.218941916934682,0.2514817274598045,0.2443787382878781,0.2928665316198931,0.2370141684918963,0.3677122920291822,0.2926633193142152,0.3500603780414622,0.2838793549428829,0.23309877456358666,0.29507465040546776,0.20757803600372424,0.3644328152745402,0.2600153563898857,0.3649444635821055,0.2727528371249264,0.2719434433417973,0.3005055420590577,15:50:37,232290
DE/best/1/bin,14,30,0.9,0.3458661173854125,0.23960193741254446,0.29371668255339506,0.23104754620817405,0.28628771854278057,0.2035104460967432,0.28089392753076936,0.2861435535719465,0.6708813370389635,0.2078388295822151,0.2723284304970548,0.2843118009234331,0.34351924756651897,0.3783307020116808,0.2971929238058237,0.219781187714716,0.22293795172231512,0.2323600000370334,0.24494280876115224,0.2636227494188006,0.22731576929595576,0.2935460787198281,0.2829699391936629,0.3105093200981628,0.6471426953619357,0.3291017125336566,0.16351020282263562,0.3243186627978503,0.23330329743544095,0.21638578540773776,0.6781822753443976,0.23679446157643724,0.15419795725370022,0.25954954433404964,0.2406987747565381,0.2987435461338919,0.31672490178698354,0.8009307315692241,0.3057807846182641,0.2896563181438978,0.2739471284914998,0.26989049895405515,0.2992895835218405,0.3263942276078069,0.2348286859933069,0.2802457221637269,0.2740115999533828,0.274378845185538,0.30523848522966546,0.3272648008321539,0.3361226760341651,0.3061978610104483,16:40:30,261300
