	algorithm	#Fc	D	percFES	run_1	run_2	run_3	run_4	run_5	run_6	run_7	run_8	run_9	run_10	run_11	run_12	run_13	run_14	run_15	run_16	run_17	run_18	run_19	run_20	run_21	run_22	run_23	run_24	run_25	run_26	run_27	run_28	run_29	run_30	run_31	run_32	run_33	run_34	run_35	run_36	run_37	run_38	run_39	run_40	run_41	run_42	run_43	run_44	run_45	run_46	run_47	run_48	run_49	run_50	run_51	mean	elapsed_time	evals
0	QODE/best/1/bin	14	10	1.0	0.2636862039910284	0.24000782077268923	0.3552577244611257	0.4305282693458139	0.3208691155559791	0.44896344163908	0.37675645684134906	0.4126519229062069	0.23435591521388233	0.46286188821113683	0.23853462120996483	0.3145050290409017	0.44379071972389283	0.25663927229788897	0.3676246498907858	0.35704840402127047	0.2581396704638337	0.26406946293923284	0.2124590973648992	0.42697973438066583	0.19981900051357115	0.4404972806507885	0.4829609216958488	0.431636140481487	0.38515256168193446	0.19093246740339964	0.1806103125620666	0.2129812808718725	0.15390920357640425	0.1869684112534742	0.4083266601469404	0.33479156167527435	0.46351444042056755	0.31451795702832896	0.24005199000453104	0.2284706567320427	0.25743745881072755	0.11729666467499555	0.35148282073805603	0.07724715843164631	0.24233725765543568	0.2188557796364421	0.21599969836256605	0.35601853715888865	0.2248892600596264	0.4483160564843729	0.2706865658733477	0.4993294180458179	0.39403694198131234	0.3440616015577689	0.38722738296564785	0.3126684876354277	2:28:40	97560
